custid,region,townsize,gender,age,agecat,ed,edcat,income,debtinc,churn
3945-WRBFDT-K9V,5,5,0,60,5,18,4,113,7.2,0
9096-WDAHND-G6L,4,1,0,67,6,12,2,86,3.1,0
6280-AVXEUM-SFZ,4,2,1,28,3,19,4,38,4.7,1
0754-HBLNOA-EAI,5,5,0,21,2,16,3,18,10.5,1
1695-ZFSNEG-CFR,5,4,1,36,4,16,3,17,12.3,0
2760-QPESBE-YG3,2,3,1,28,3,16,3,54,26.8,0
2681-QIEYXC-L9E,1,1,1,55,5,8,1,69,15.1,0
4306-FUNUCR-5M6,1,1,1,35,4,15,3,20,11.6,0
5097-QJZSXJ-HM1,5,5,1,34,3,19,4,30,3,0
8718-DTQJOP-O35,5,3,1,69,6,11,1,35,9.9,0
5738-ZQPYGB-D1G,5,4,1,46,4,14,2,28,3.2,0
9877-VOINYO-QZW,3,3,0,29,3,19,4,55,5,1
8067-PDXXLW-P3B,2,1,1,63,5,18,4,21,3.3,1
5229-UOYNZP-DZY,5,5,1,59,5,11,1,54,28.8,0
7456-PTKLMX-BTI,1,1,1,71,6,19,4,14,23,0
9305-WQKHRM-WT8,2,5,1,39,4,21,5,210,10.2,1
3118-PMJNUS-Z7S,3,1,1,32,3,16,3,62,3.2,0
7896-NZEYTJ-OFW,3,1,1,33,3,11,1,16,11.3,0
2413-GXKYMJ-2M3,4,1,0,18,2,13,2,44,13.8,0
1646-VLMHFN-DX9,1,1,0,56,5,9,1,90,13.1,0
6759-HAAEZH-4VK,1,3,0,28,3,14,2,20,3.2,0
6731-UKEQRV-6ZB,4,1,1,44,4,11,1,67,1.5,0
8141-XPAPXY-MOV,2,5,1,22,2,16,3,24,2.9,0
5892-PMOFCP-16B,4,2,0,79,6,10,1,12,5.7,1
6771-YPYGMC-EUQ,3,2,0,70,6,12,2,13,17,0
5182-PCTDHE-JDW,5,5,0,24,2,18,4,14,10.4,0
6799-BFZWQR-6LX,1,2,0,71,6,9,1,12,2.6,0
8686-ZDJWCL-YL1,5,4,1,28,3,18,4,45,5.4,1
8386-GDXPAT-AF7,2,2,0,55,5,11,1,61,14.9,0
7038-QTIFHN-Z4B,2,1,1,62,5,15,3,185,2.4,0
8514-ZEYDWJ-VKF,4,3,0,55,5,14,2,69,7.1,0
3061-ABWYMM-9I5,4,4,1,34,3,15,3,66,7.3,0
9276-YNCCVS-5J1,4,1,1,74,6,9,1,11,2.7,0
8735-AQRTUQ-N5C,4,1,1,40,4,21,5,53,0.2,1
0103-YALHYM-GL8,2,1,0,60,5,12,2,37,22.2,0
8682-RMYBPV-VJC,1,1,0,49,4,17,4,49,2.5,1
3466-FEKGWX-30F,5,3,1,78,6,14,2,13,13.4,0
6318-BGRJVF-P5F,4,2,0,23,2,9,1,15,10.6,0
5089-MYXLPX-52H,4,1,1,58,5,16,3,118,4.6,0
2104-JZXTPW-91J,3,4,0,53,5,16,3,252,3.8,1
0049-WQQPTR-R0I,4,5,0,45,4,20,5,112,11.1,0
4525-TMLNDT-OVF,5,5,0,51,5,13,2,64,23,0
9602-WWJMTE-F77,5,5,1,21,2,14,2,30,9.7,0
1071-IRJZAI-Z7U,3,5,0,50,5,21,5,90,8.6,0
0002-GTOKLU-YVY,5,4,0,63,5,16,3,61,3.3,1
7801-KYODKI-XH7,2,5,0,26,3,16,3,29,5,1
6411-IKEHAU-GXD,2,1,0,31,3,14,2,38,16.6,0
2400-KALVJO-GJZ,3,5,0,59,5,13,2,50,11.1,0
4355-RERURJ-TYC,4,4,1,28,3,20,5,30,12.1,0
7288-ISEIRM-HQC,1,3,0,32,3,13,2,33,7.2,0
3854-GSJWFD-IEX,1,4,0,49,4,11,1,27,15.5,0
3230-SALZXW-RDT,3,5,1,25,3,14,2,21,14.3,0
1993-WUQLPP-M43,5,5,1,38,4,13,2,77,12.6,0
8559-MMOGWQ-LDU,4,2,1,48,4,17,4,41,28.4,1
2848-RWNVEL-66C,1,1,0,61,5,13,2,61,7.2,0
5654-CEAWAX-1ZC,4,1,0,44,4,10,1,31,14.6,0
6384-IIWVWA-KQ4,1,1,1,18,2,13,2,15,6.3,1
5272-CGOGON-E5V,4,1,0,37,4,12,2,42,14.9,0
0031-UJQGML-YHK,3,3,0,50,5,13,2,29,9.5,0
0003-UTGKPR-PRU,2,2,0,73,6,14,2,39,13.1,0
0676-GBRQMZ-I1N,2,4,1,60,5,10,1,89,6.1,0
9406-MWWUAM-QJ6,2,5,1,38,4,14,2,71,11.4,0
8431-XMATPP-4OL,4,4,0,24,2,17,4,21,13.5,1
5830-HTVGOL-8HE,3,2,1,48,4,15,3,300,5.7,0
7725-HFREYZ-NN2,2,3,1,20,2,15,3,26,27.2,1
4984-UXTAXZ-EJ4,2,1,1,44,4,19,4,41,28.5,1
0921-OOZBRK-Q0M,5,2,1,42,4,15,3,47,5.2,1
2925-HNTCIR-MOM,1,2,1,55,5,17,4,79,12.4,1
7489-NVNDCG-XEZ,4,2,1,40,4,14,2,62,3.9,1
9865-XFWZHE-PQ7,1,4,0,65,6,9,1,34,9.6,1
9709-ZRWTBY-OAH,2,1,0,50,5,16,3,61,12.5,1
2227-HXQHHE-5R0,5,5,1,71,6,18,4,123,9.4,0
1194-DZIFQY-VCA,4,2,1,58,5,16,3,112,14.7,0
1763-MTTACS-ST0,4,1,0,50,5,11,1,64,2.3,0
3732-TJHQAL-IZK,3,2,0,75,6,13,2,10,12.8,0
1920-HYYTIS-RR0,5,3,0,56,5,14,2,63,4.4,0
2461-ATGTVH-180,4,4,0,61,5,15,3,75,4.2,0
8450-EXSYSZ-18C,2,1,1,19,2,14,2,21,7,0
8198-IMYPAH-J2T,5,4,1,37,4,16,3,46,16.9,0
1939-PPQXAN-A9X,4,2,1,40,4,13,2,61,22,0
7118-LELZAW-UF5,2,4,1,78,6,16,3,32,13.7,1
4249-CTACXB-5SC,5,3,0,28,3,14,2,20,14.9,0
0207-TJRISO-IYL,5,3,0,54,5,15,3,36,8,1
7150-QPLWBN-PAR,3,2,0,64,5,14,2,50,21.9,0
4745-QVGYGM-IZP,1,3,0,73,6,16,3,51,17.1,1
9837-XXBOHV-UQJ,1,1,1,75,6,12,2,9,5.8,0
9392-WSAONF-3QM,4,1,0,35,4,20,5,25,6.6,0
8439-MLNLCT-L4Y,5,3,1,66,6,15,3,64,6.1,0
2308-WNZPTH-TSZ,2,2,0,38,4,16,3,28,16.9,1
3842-AZGVSF-4XY,4,2,0,37,4,17,4,60,14,0
5975-RHTXHI-REN,2,1,1,22,2,17,4,23,9.6,1
2440-ZXMHXC-WGP,2,4,0,23,2,15,3,43,5.6,0
5845-VWOATR-A2K,2,1,1,65,6,15,3,84,8,0
7517-LAKWWD-7IQ,2,2,1,70,6,19,4,13,1.2,0
1730-TFNOFH-PRS,3,5,1,36,4,18,4,35,8.2,1
1279-AFXVPD-MW2,3,1,0,62,5,14,2,64,0.8,0
3013-JOQQGI-XSK,1,1,0,61,5,11,1,13,12.5,0
9025-NNFRMB-4QV,5,2,1,61,5,15,3,13,10.8,1
2493-RAIOHQ-DZZ,1,2,0,63,5,13,2,174,6.5,0
7440-XHITVM-BUH,1,1,0,45,4,12,2,27,9.6,1
5636-ABJDFZ-T9S,1,1,1,53,5,9,1,24,2.2,0
6230-KFNEMJ-5BT,2,2,0,19,2,13,2,20,11.2,1
8061-KJKIBX-1TI,2,1,1,78,6,16,3,26,5.2,0
6984-SKSZLL-0VG,2,2,1,68,6,14,2,313,25,0
9036-JCWMQM-POI,3,2,0,64,5,10,1,31,4.4,0
0107-RHRNEN-1SR,3,2,0,68,6,17,4,41,9.5,0
4420-DHLGRJ-CG9,2,1,1,59,5,10,1,87,18.4,0
6816-RFGSTX-G9K,1,1,0,44,4,16,3,37,3.7,1
8085-CCFBNB-75N,5,5,0,26,3,15,3,28,13.5,0
1755-QGDBEN-2OX,3,3,1,73,6,11,1,188,5.7,0
8324-ELSJRI-FZP,2,3,1,39,4,15,3,23,19.1,0
3535-CSMMQL-15Y,5,3,0,28,3,19,4,75,7.5,0
6138-XXDNLX-Q1U,4,2,1,35,4,13,2,38,4.5,0
1683-HSIMDN-3GC,1,1,1,37,4,14,2,74,11.7,1
7934-ZBLADZ-OQR,5,5,0,41,4,15,3,57,7.2,0
6704-WXZEXU-VPY,3,3,0,39,4,19,4,133,0.9,0
4734-KWKRHE-ZM0,5,2,1,57,5,9,1,79,24.6,0
1280-MUTTGL-G5A,3,5,0,77,6,18,4,25,18.1,0
7867-PBJCJK-0PN,1,1,1,68,6,10,1,9,4.7,0
7678-SNASTP-1LD,2,2,0,54,5,13,2,45,9.7,0
0622-CLNWAL-WV8,5,2,0,41,4,19,4,94,16.1,1
0728-LDVBOE-9Z2,2,3,0,57,5,11,1,23,10.1,0
1834-KUMRGH-5EV,3,2,0,39,4,20,5,156,15.1,1
4847-VKPXFM-M5N,5,2,0,25,3,12,2,37,8.5,1
0632-IFQCSU-JPR,4,2,1,53,5,13,2,21,5.9,0
4060-BYFVHS-PQ9,3,2,1,62,5,14,2,72,1.9,0
7647-LDWLYP-AKG,5,3,1,35,4,10,1,34,16.3,0
1559-EGEHZG-18M,1,3,1,26,3,12,2,30,4.1,1
2011-ADNHGF-QI5,3,5,1,60,5,19,4,142,15.6,1
5909-FZVEKT-T79,5,4,0,68,6,12,2,89,5.5,0
2008-JHNFFV-L7M,3,4,1,23,2,13,2,18,4.5,0
6746-BBGJAG-EV5,2,2,1,53,5,8,1,91,6.7,0
4738-ZVLUNW-IV8,5,4,1,44,4,9,1,43,20.8,0
7463-ZDKBCV-UC8,1,2,1,63,5,15,3,66,4.7,0
7176-OXDQYN-SHQ,3,2,0,68,6,17,4,67,9.7,0
2106-DWCTQG-Q2B,2,3,0,32,3,14,2,34,0.1,0
0318-JLIHPT-JFQ,2,1,1,22,2,17,4,17,6.7,1
3131-SIHGNI-5OP,1,1,0,44,4,14,2,41,14.4,0
2970-BNPXSY-HNF,1,3,0,67,6,8,1,11,6.9,0
3199-ZRRZLB-D7W,4,2,1,42,4,18,4,33,19.9,0
8619-SWTYFF-86M,1,1,0,76,6,12,2,29,9,0
8797-MPBXJK-MID,2,1,1,29,3,11,1,52,5,1
7341-DQCJNA-50P,1,1,0,58,5,17,4,226,9.1,1
7857-TIOMCH-S6E,3,2,0,29,3,18,4,34,20.9,0
9664-VTHIZT-N1D,4,4,0,37,4,21,5,53,24.1,1
3379-HLYXDK-LN7,5,1,0,52,5,16,3,60,4.1,1
2263-XPASJM-9VI,1,1,1,30,3,19,4,39,23.5,0
6940-MABAQO-LG9,5,5,1,26,3,15,3,100,11.3,0
6751-AMYLWD-LCJ,2,1,1,65,6,16,3,20,3.6,0
4906-THEIFB-0OI,4,5,1,77,6,13,2,9,13.1,0
7108-MCQSBG-3ZO,2,3,1,69,6,10,1,117,7.1,0
9984-QRMGJV-LBA,2,3,0,71,6,13,2,24,10.3,0
3801-VGHGEZ-SSN,4,5,0,24,2,9,1,15,5,0
9809-KSYXWI-8FP,4,3,0,50,5,11,1,32,26.8,0
6231-NXTZXD-SOE,5,2,1,60,5,15,3,69,8.2,0
3765-BLZLFW-C51,2,1,1,37,4,13,2,82,15.7,0
7180-SGFDZT-VUS,5,1,0,47,4,11,1,32,1.3,0
9586-EVNZHV-SNG,1,2,0,42,4,14,2,32,6.6,0
4415-FCSSLR-6DQ,2,1,0,33,3,15,3,48,9.3,0
2125-VLQTZS-5BO,1,2,0,42,4,14,2,54,6.1,0
4225-DEELJH-A5T,4,3,1,62,5,8,1,76,2.9,0
2574-XWIFPA-0C9,1,1,1,34,3,18,4,36,13.9,1
1495-GRUFZD-ZXD,3,1,0,77,6,10,1,14,13,0
9599-SUFBSF-W16,4,1,0,77,6,13,2,60,3.3,0
5571-TPATNX-85Y,1,1,1,58,5,11,1,48,5.6,0
5878-HFZADI-RWP,5,5,0,40,4,17,4,25,7.9,0
0095-LVHMQG-T94,5,5,1,57,5,12,2,48,10.4,1
2908-BLGGLQ-Y10,5,5,1,21,2,14,2,18,4.5,0
5183-PIVWRW-TNG,5,3,1,77,6,18,4,14,9.7,0
4368-UTTGUJ-64C,3,5,0,64,5,16,3,11,19.7,0
3612-ISADNO-38Y,3,1,0,19,2,14,2,12,5.6,1
0088-EOKODB-ZFH,4,4,0,64,5,18,4,25,3.9,0
5975-VQUUAX-M3Y,1,3,0,32,3,21,5,69,22.6,1
5111-IXRBVA-3HR,2,4,1,59,5,16,3,29,6.6,1
7582-NPCYVL-L6S,2,4,0,20,2,15,3,22,5.6,0
7977-ERTGQW-LL3,4,2,0,39,4,15,3,33,13.1,0
3572-CIDEXS-IS0,4,3,0,58,5,13,2,69,1.2,0
4446-ZQFFPQ-GJ1,2,4,1,28,3,16,3,64,5.2,0
8971-YUFNGN-41N,5,4,1,52,5,11,1,173,2.1,0
0130-PMBXHA-JG3,2,1,1,20,2,15,3,15,13.5,0
0503-FRHNIK-SZY,1,4,0,34,3,8,1,21,8.8,0
4589-QHHYDN-78R,2,4,0,46,4,8,1,26,6.8,0
1626-UFIHBA-5MY,3,1,1,48,4,17,4,38,2.2,1
1360-WHYBEX-2PN,2,1,1,51,5,17,4,62,26,1
4239-KEBCHA-N3P,3,4,1,55,5,13,2,117,24.2,0
2751-UYLXAM-IAW,3,1,1,33,3,20,5,22,21,1
7843-HDBPSJ-HW8,4,4,1,51,5,16,3,60,13.1,0
7263-RQYCQK-8W2,5,5,0,37,4,9,1,28,4,0
0366-MVEJTD-89K,5,3,1,33,3,19,4,47,8,1
8254-KCYSJJ-H8O,4,2,0,66,6,16,3,123,15.5,0
9347-RPQEUD-TUS,4,1,0,57,5,11,1,33,4.9,0
7657-WSFUMM-L69,4,3,0,35,4,18,4,23,8.6,1
9566-BUMJEB-KUD,1,4,1,36,4,11,1,36,11.8,1
0721-WHVOVO-1NM,2,4,1,46,4,16,3,58,11,0
8795-WCLSUA-FGE,2,3,1,57,5,11,1,33,17.9,1
9895-DHNPRQ-EBG,1,1,1,48,4,19,4,107,17.3,0
3732-AEBOGE-D5R,2,3,0,57,5,12,2,43,8.6,0
7135-YPABCZ-YSH,4,2,1,73,6,15,3,123,8.2,0
5873-XJOYKH-P65,4,4,0,22,2,17,4,17,14.3,1
9585-CGVQZH-NKB,2,1,0,77,6,11,1,11,1.7,0
6768-WVNZXG-9NB,5,5,1,21,2,16,3,15,9.5,0
9610-LCFAKJ-JBM,1,3,0,49,4,10,1,80,1.3,0
3011-EPQMRZ-VPT,4,5,0,19,2,14,2,32,13.1,1
5954-CPSFCO-JKU,1,1,0,41,4,9,1,31,7.3,0
5799-EYKREH-NQ6,3,2,0,55,5,10,1,67,22.8,0
4832-CUPWSK-2AM,2,1,1,38,4,20,5,119,10.1,0
6402-TZDQTH-6IH,3,1,1,26,3,20,5,18,5.2,0
0888-ATKLSV-351,4,1,1,27,3,17,4,34,22.4,1
5889-DYIIGK-2UR,1,2,0,47,4,16,3,185,17.5,0
9267-FGHTXT-Z79,2,3,0,50,5,21,5,38,5.5,1
7254-RKOVMQ-G10,5,4,0,27,3,14,2,42,7.9,0
6466-KBIQXI-MFL,4,4,0,48,4,20,5,46,0.8,0
0331-ZWQBAG-DHM,2,2,0,46,4,18,4,30,7,0
7476-RVSABK-G1C,2,4,1,22,2,13,2,16,11.4,1
0492-CDWZIZ-DTH,5,5,1,37,4,16,3,87,3.1,0
4435-WGKNYT-FP9,2,1,1,68,6,12,2,84,3.3,0
5135-QCLJHZ-9QM,5,3,0,55,5,14,2,109,3.3,0
7695-GBMUBY-I2U,5,5,0,56,5,15,3,60,6.9,0
6323-UYGGYL-ST1,2,5,1,38,4,21,5,37,14.6,0
1942-HSYHOR-2CO,2,4,0,26,3,16,3,35,22.8,0
1924-YQGOHN-Y5U,4,4,1,38,4,15,3,57,15.9,1
6181-TXHMYM-ZM5,1,1,1,66,6,13,2,18,8,0
3523-XGUHKK-014,3,3,1,47,4,16,3,164,8.6,0
3191-JVKCZL-CSB,5,1,1,77,6,15,3,15,12.4,0
1768-IZRGVU-1ZV,3,2,0,49,4,11,1,63,3.6,0
2897-ITLAGI-WT1,3,2,0,76,6,13,2,9,18.4,0
4307-BCEYXU-8V4,1,2,1,49,4,12,2,67,16.4,0
7423-DAORSB-OAF,2,1,1,79,6,14,2,14,5.7,0
0271-CQVXCL-0DH,5,5,0,18,2,13,2,11,6,0
7645-GQETHD-W2Y,1,1,1,60,5,18,4,9,9.3,0
9881-YGIHTY-WM6,1,3,1,69,6,10,1,73,0.4,0
2166-JHKRTQ-B3K,2,1,0,76,6,15,3,42,2.2,0
5842-WEUWCF-NNL,1,1,1,60,5,14,2,81,4.9,0
5382-VHEUWJ-8VH,3,3,1,62,5,19,4,123,4.4,0
9802-DUNHYJ-M9J,2,1,0,66,6,14,2,111,7.5,0
0030-LPYZKX-CUL,5,4,1,27,3,16,3,46,12.7,0
2468-DZXCJU-2GM,4,2,1,73,6,19,4,12,9.4,0
3273-WCNIZU-VUO,5,5,0,79,6,14,2,13,14.4,0
1897-CASCKN-60N,5,5,1,18,2,13,2,16,9.7,0
9563-WVTOBD-C1W,1,2,0,35,4,14,2,35,3.9,0
1477-KHJTCK-UA4,5,2,1,19,2,14,2,28,19.5,0
7103-CVHWBY-0LX,2,1,1,36,4,17,4,46,2,0
6575-XVGPCL-E9X,5,5,1,44,4,16,3,34,5.5,0
4249-UECQGQ-L55,5,3,1,37,4,14,2,39,4.2,0
7132-BPAIKV-7BU,4,4,1,39,4,17,4,57,15,1
8305-NFQKBL-UMP,1,2,1,58,5,17,4,16,11,0
3780-TATOPA-KUH,3,2,1,29,3,12,2,38,8.5,1
5968-LOOVKE-R94,2,3,1,71,6,14,2,22,7.6,1
0402-XMMWBM-GSH,1,2,0,36,4,16,3,36,10.5,0
3528-OLYCGU-FFP,5,3,0,69,6,14,2,40,9.7,0
0572-PRUUOP-FD6,2,3,1,63,5,10,1,74,10.5,0
3982-JGAJOD-JBI,4,4,0,66,6,17,4,13,8,0
2175-OCFQRY-P3X,3,3,0,78,6,16,3,15,12.7,0
4101-QCHMSB-2IJ,2,4,0,46,4,13,2,80,12.4,0
5489-URHYKZ-4NO,5,4,1,44,4,12,2,38,2.5,0
2103-ZONULT-ZP5,4,2,1,63,5,11,1,55,10.1,0
3463-TSMKZK-9CL,3,2,0,69,6,14,2,72,13.8,0
4556-DRFASV-V2R,3,2,0,63,5,11,1,33,16,0
6587-FJKMPM-6X5,5,3,0,55,5,11,1,129,5.2,0
0522-IJXYFW-V44,2,1,1,49,4,18,4,42,6.4,0
2992-NSIFBO-UZX,2,5,1,56,5,13,2,48,17.1,0
9581-XCXMRE-NB1,1,2,1,65,6,14,2,53,14.5,0
9385-RDQDUL-MJE,3,4,1,65,6,10,1,144,11.3,0
6045-MIXCAM-NFP,2,4,0,53,5,18,4,35,37.5,0
5042-SPDHVC-D51,3,3,0,25,3,20,5,94,11.3,1
7211-LHVAPG-Z41,5,4,0,76,6,16,3,17,15.5,0
1992-CMSLJG-YZN,4,2,1,62,5,14,2,65,15.4,0
8371-YMOQRS-JP1,3,4,1,43,4,9,1,42,7.6,1
0403-OAVOPU-N5J,5,5,0,28,3,15,3,37,15.3,1
5656-JXTEOC-M22,1,3,1,23,2,14,2,21,9.5,1
9527-TCNEKR-HSH,3,3,0,48,4,15,3,33,16.7,0
9786-YJUVSV-IGV,2,5,0,63,5,9,1,71,4.4,0
7114-IKKEPT-7SD,1,5,1,66,6,15,3,32,12.8,0
0049-BFKAIL-TVF,3,1,0,27,3,17,4,135,10.5,0
7369-VRGOME-7Q0,4,5,1,56,5,16,3,142,12.1,0
6246-OOCHWY-D9H,4,3,1,42,4,19,4,56,3.4,1
3305-VHRSBF-STX,2,5,1,35,4,17,4,25,1.8,1
4837-EQRKWX-5DS,2,1,1,53,5,12,2,73,2.7,1
7381-ETAGPW-XZZ,1,3,0,46,4,20,5,131,9.3,0
9138-CLWCEI-3Y8,1,4,1,55,5,15,3,89,20.6,0
4585-IKDBHH-3FN,4,5,1,60,5,13,2,48,26.8,0
3430-NCZHSQ-D8T,4,5,1,29,3,12,2,22,10.9,1
6288-TNYHFD-YG4,1,1,0,65,6,19,4,9,10.9,1
8259-ZZWTHZ-BZT,5,4,0,49,4,13,2,73,14,0
5138-TKLDMP-JPI,5,3,1,45,4,13,2,67,5.3,0
4090-GTXCLZ-LPL,1,1,0,66,6,10,1,25,9.6,0
5851-TVXKLY-M2A,1,2,0,18,2,13,2,14,6.5,1
5696-AMUFSA-EDM,3,1,0,61,5,18,4,123,1,0
6464-LWDKAY-TIZ,1,2,1,79,6,10,1,57,12,0
9302-ESJDZV-MAD,1,1,1,50,5,14,2,85,4.4,0
3421-JRQVBI-0GE,4,2,0,70,6,19,4,324,22.8,0
5927-BCKKNM-RQ2,2,2,1,46,4,17,4,88,9.2,0
0054-JUDZVU-3JR,3,3,0,28,3,9,1,20,17.2,0
8881-BQDIRE-BY8,5,4,1,46,4,12,2,90,6.6,0
4373-PJEXWR-VRD,1,2,1,52,5,14,2,128,7.4,0
3220-PQJLML-PG0,3,5,0,35,4,19,4,60,10.1,1
4424-OJYKHC-J3Q,2,3,1,53,5,20,5,368,15.4,0
6720-GHEOEK-J4I,5,5,0,58,5,9,1,32,10.4,0
7907-CDNSOC-34F,2,5,0,75,6,6,1,16,6.7,0
2287-WDDHSP-CKT,1,1,0,35,4,12,2,42,10.4,0
6654-BRBWDP-IS8,1,1,1,43,4,16,3,51,3,0
0697-MGZOBI-YLB,3,2,0,62,5,15,3,75,2.9,0
5427-GTPZNA-5IC,3,1,0,60,5,11,1,52,4.3,0
2985-UEDVPQ-UJX,1,1,0,78,6,17,4,9,7.9,0
0631-GIKTBI-EZC,4,3,0,72,6,16,3,10,11.6,0
5147-SQBPLA-Q8K,2,1,1,64,5,16,3,42,8,0
3075-SHBJQE-7HO,1,2,1,40,4,14,2,61,8.7,0
5939-IMPNSE-CM5,4,4,1,48,4,18,4,25,9.5,0
3648-BVQHSQ-NPA,3,2,0,30,3,15,3,90,4.5,0
5866-YYYZMO-L5B,1,1,0,29,3,10,1,42,8.5,0
7134-QUIEHJ-8CV,2,3,1,68,6,14,2,110,22.1,0
8645-HGZYYD-40Y,2,3,1,63,5,21,5,97,2.3,1
7538-FUPAQE-OT1,5,5,1,62,5,10,1,131,17.8,0
5997-FHOPGR-2YX,3,4,1,57,5,11,1,54,5.9,1
1402-OOREED-37L,2,4,1,32,3,8,1,40,17.6,0
0587-JKQOSC-KFF,3,4,1,23,2,18,4,47,9.9,1
0714-MNJSGP-8F6,4,2,1,58,5,9,1,44,7.4,0
0611-IKTZPY-CYN,3,1,0,35,4,15,3,34,4,0
2922-NNAAGZ-8V8,5,4,0,58,5,12,2,46,9.2,1
4626-ZHFCOF-HT5,3,1,0,71,6,14,2,53,6.3,0
0812-HBDPJG-G5Q,2,1,1,21,2,11,1,20,5.9,0
0792-DWUTRT-0HK,5,5,1,34,3,16,3,29,32.7,0
3916-KOIRUV-LHV,2,1,1,79,6,9,1,12,2.9,0
4310-ZFXDUM-H6U,4,2,1,18,2,13,2,15,3,0
6161-ZTZUQY-5K1,4,3,1,72,6,18,4,10,9.3,0
9992-FSFJPL-5D6,5,3,0,46,4,8,1,47,0.8,0
3613-MKUJYH-5V8,3,3,0,37,4,11,1,22,5.2,0
8529-HKPALG-13O,1,1,1,72,6,19,4,58,8.5,0
1437-MTVOJE-68J,4,1,0,37,4,13,2,28,4.8,1
6364-UDOXSK-CLL,5,3,1,69,6,16,3,106,12.9,0
8838-JOCXQZ-W69,4,2,1,64,5,12,2,10,8,0
8776-CNOHCF-L1R,5,5,1,32,3,14,2,29,8.4,0
0997-ISRTJJ-BLI,1,1,1,67,6,14,2,128,3.3,0
8517-NNIXKJ-YXF,2,3,1,25,3,15,3,53,1.7,0
2050-RTGFQU-7YX,2,1,1,65,6,17,4,21,10.1,1
7020-NUBEQF-DEC,5,3,1,54,5,12,2,51,12.6,0
6069-XDEXMK-X0N,4,1,0,55,5,11,1,47,29.3,0
8588-IWKWIY-82E,4,5,0,79,6,15,3,28,6.4,0
0313-ZUAFRJ-9MC,4,4,0,68,6,9,1,33,7.4,0
6416-GRZFIU-NYI,2,1,0,62,5,15,3,43,7.4,0
0526-BBXATD-XM2,3,2,1,72,6,20,5,11,12.2,0
5969-ELOXBK-SUZ,2,4,1,72,6,18,4,82,2.2,1
4773-NVRONP-WTV,2,3,1,50,5,17,4,47,6.4,0
8609-KDLWPI-2KT,3,4,0,21,2,16,3,20,8.4,0
3283-RADVTY-AS8,3,5,0,79,6,14,2,12,30.2,0
4064-UGUXPQ-PEA,4,4,1,37,4,19,4,28,7.4,0
0844-FSBEEB-811,3,2,1,31,3,19,4,118,13.5,1
3081-UEBCUD-LUW,1,1,1,68,6,13,2,10,17.9,0
3080-MPQSVQ-2RS,5,1,1,44,4,15,3,144,10.5,1
3634-FLTAJS-KXN,5,5,0,29,3,12,2,25,10.1,0
3385-TQXPQZ-97K,3,1,0,24,2,15,3,61,2.5,0
4971-IVMCPY-04B,3,4,0,77,6,15,3,13,12.9,0
9569-AUARYI-SOV,1,3,1,25,3,15,3,17,0.8,0
4104-UGSCCQ-NYI,5,1,0,44,4,12,2,38,8.5,0
8046-SGRUMI-FTE,2,3,0,65,6,11,1,36,9.5,0
1458-OZFBTY-TB2,2,5,0,49,4,14,2,35,12.5,0
5392-FMQURA-29L,5,5,1,29,3,14,2,18,2.7,0
4491-FFVLMO-72B,2,1,1,21,2,16,3,16,14.4,1
0811-IXUPGT-TUF,4,5,1,29,3,23,5,199,19,1
9591-DHXYZG-V8E,2,2,1,24,2,15,3,28,14.3,0
4006-DKNBRW-0XC,1,2,0,27,3,13,2,43,7.6,0
3932-BXYINB-Z8X,1,1,0,67,6,8,1,81,2,0
3772-GPSMXT-1YH,3,4,0,33,3,17,4,47,11.4,0
0883-XZQPJO-8Y7,1,4,0,32,3,17,4,40,7.1,0
6363-BTCPXJ-NEO,1,1,1,20,2,15,3,28,1.2,0
9227-RCUKBO-V8N,2,3,1,25,3,9,1,25,11.3,1
1145-NMPFSU-3MP,1,1,1,45,4,14,2,30,13.6,0
2284-IHHMYA-8N8,2,1,1,53,5,17,4,104,4.5,0
0228-XPKZOF-2W3,4,3,0,25,3,14,2,25,9.6,0
0630-MSYWGK-1YX,4,4,0,40,4,11,1,54,20.7,0
9166-MHBMBK-P1V,5,4,1,56,5,14,2,109,11.5,0
9529-BLGKKU-EWO,5,4,1,76,6,15,3,14,8.5,0
6213-OTUVBZ-HEG,5,4,0,36,4,18,4,30,8.8,0
2483-JOWUPC-CM9,5,2,0,24,2,17,4,97,2,1
7564-EDQEAH-U7Y,3,2,0,43,4,16,3,46,8.5,0
8728-EKQQPT-Y6N,2,1,1,65,6,12,2,16,25.9,0
4850-BXBFET-BRV,4,1,0,71,6,12,2,63,19,0
0472-RUPTZZ-6GD,5,5,0,46,4,16,3,56,1.7,0
7506-LQFTMT-B7L,2,3,1,72,6,17,4,67,8.5,0
9137-LWXDZU-QO5,3,1,0,18,2,13,2,17,10.3,1
6595-UUXFVE-G7U,4,3,0,25,3,17,4,50,13.2,1
2235-MEUKPE-VES,5,5,1,42,4,17,4,40,10.7,0
3504-KJYQUP-6BX,5,5,0,51,5,15,3,29,7.2,0
4250-KCFQWK-UVX,2,3,0,28,3,15,3,19,2.3,1
8882-BPWMHP-FA4,5,4,1,47,4,16,3,88,2.5,0
3913-VGYWCU-5OD,2,2,1,43,4,12,2,92,6.6,0
1857-LALNZO-QLK,3,4,0,38,4,19,4,41,18.4,1
7253-YCXANE-FJY,4,5,0,30,3,12,2,36,1.8,0
7029-OMXAXD-Y2Q,2,1,0,43,4,11,1,26,1.5,0
